id;x;y;z;depth_;date_;comments
Collar_812;4710312.34152999;2238155.91875999;1598;30;45858;Topo
Collar_813;4710308.27644;2238125.59596;1598;30;45858;Topo
Collar_814;4710343.31587999;2238093.07724;1598;30;45858;Topo
Collar_815;4710350.446;2238084.53197999;1598;30;45858;Topo
Collar_816;4710349.03512999;2238081.04264;1598;30;45858;Topo
Collar_817;4710304.54169999;2238117.76933;1598;30;45858;Topo
Collar_818;4710292.65467;2238135.00466;1598;30;45858;Topo
Collar_819;4710291.4895;2238143.67528;1598;30;45858;Topo
Collar_820;4710301.20978999;2238182.2121;1598;30;45858;Topo
Collar_821;4710297.98830999;2238192.09122999;1598;30;45858;Topo
Collar_822;4710293.06560999;2238195.02631;1598;30;45858;Topo
Collar_823;4710292.35852;2238202.9166;1598;30;45858;Topo
Collar_824;4710289.83535;2238205.41429999;1598;30;45858;Topo
Collar_825;4710284.10364999;2238203.23932;1598;30;45858;Topo
Collar_826;4710285.11925;2238194.27993;1598;30;45858;Topo
Collar_827;4710280.65345;2238190.99642999;1598;30;45858;Topo
Collar_828;4710276.74127;2238180.51356999;1598;30;45858;Topo
Collar_829;4710269.31286999;2238177.79618;1598;30;45858;Topo
Collar_830;4710268.81527999;2238167.26353;1598;30;45858;Topo
Collar_831;4710266.51023999;2238159.77456999;1598;30;45858;Topo
Collar_832;4710260.27211;2238150.52025;1598;30;45858;Topo
Collar_833;4710256.03208999;2238138.7598;1598;30;45858;Topo
Collar_834;4710251.97207999;2238118.93354;1598;30;45858;Topo
Collar_835;4710246.75155;2238115.63855999;1598;30;45858;Topo
Collar_836;4710313.83478;2238227.21078999;1598;30;45858;Topo
Collar_837;4710307.74887999;2238230.17281999;1598;30;45858;Topo
Collar_838;4710310.80374999;2238231.52809;1598;30;45858;Topo
Collar_839;4710304.07555999;2238242.98280999;1598;30;45858;Topo
Collar_840;4710308.54014999;2238233.02797999;1598;30;45858;Topo
Collar_841;4710297.25915;2238245.25339;1598;30;45858;Topo
Collar_842;4710296.74107;2238242.20669999;1598;30;45858;Topo
Collar_843;4710304.03235999;2238227.21737;1598;30;45858;Topo
Collar_844;4710293.32792;2238239.11084999;1598;30;45858;Topo
Collar_845;4710289.67284;2238240.83491999;1598;30;45858;Topo
Collar_846;4710286.27321;2238238.48885999;1598;30;45858;Topo
Collar_847;4710293.16653999;2238226.91512;1598;30;45858;Topo
Collar_848;4710295.11897;2238214.40817;1598;30;45858;Topo
Collar_850;4711040.77053999;2238253.49336999;1598;30;45858;Topo
Collar_851;4711041.27464;2238253.27388;1598;30;45858;Topo
Collar_852;4711043.52304999;2238252.47533999;1598;30;45858;Topo
Collar_853;4711042.80157;2238252.73926;1598;30;45858;Topo
Collar_854;4711061.83779;2238246.70108;1598;30;45858;Topo
Collar_855;4711061.55008;2238239.19637;1598;30;45858;Topo
Collar_856;4711057.61271;2238237.83338;1598;30;45858;Topo
Collar_857;4711044.54313999;2238251.98573999;1598;30;45858;Topo
Collar_858;4711029.28311;2238257.39786999;1599;30;45858;Topo
Collar_859;4711008.32627;2238249.53410999;1599;30;45858;Topo
Collar_860;4710999.52622;2238249.27969;1599;30;45858;Topo
Collar_861;4710997.46478;2238248.29456999;1599;30;45858;Topo
Collar_862;4710987.09413;2238233.81894;1599;30;45858;Topo
Collar_863;4710988.62844999;2238225.64453;1599;30;45858;Topo
Collar_864;4710984.88030999;2238219.15768;1599;30;45858;Topo
Collar_865;4710984.97116;2238210.41064999;1599;30;45858;Topo
Collar_866;4710978.94581;2238204.57390999;1599;30;45858;Topo
Collar_867;4710967.25832999;2238202.20067999;1599;30;45858;Topo
Collar_868;4710937.06543;2238214.52081;1599;30;45858;Topo
Collar_869;4710929.13332999;2238221.48607;1599;30;45858;Topo
Collar_870;4710906.12935;2238227.65474;1599;30;45858;Topo
Collar_871;4710897.12038;2238226.53835;1599;30;45858;Topo
Collar_872;4710891.9916;2238217.3667;1599;30;45858;Topo
Collar_873;4710875.39740999;2238204.04028999;1599;30;45858;Topo
Collar_874;4710869.11885999;2238202.89588999;1599;30;45858;Topo
Collar_875;4710863.51874999;2238248.60679;1599;30;45858;Topo
Collar_876;4710860.61593;2238256.20362999;1599;30;45858;Topo
Collar_877;4710856.51334999;2238259.13786;1599;30;45858;Topo
Collar_878;4710851.53596;2238258.40188999;1599;30;45858;Topo
Collar_879;4710840.97982999;2238251.31654;1599;30;45858;Topo
Collar_880;4710833.63104999;2238238.99294999;1599;30;45858;Topo
Collar_881;4710826.73278999;2238236.27188999;1599;30;45858;Topo
Collar_882;4710789.72902;2238242.01385999;1599;30;45858;Topo
Collar_883;4710758.76214;2238245.87797999;1599;30;45858;Topo
Collar_884;4710733.0064;2238236.29619;1599;30;45858;Topo
Collar_885;4710713.10972;2238219.41556;1599;30;45858;Topo
Collar_886;4710707.76075;2238219.16247999;1599;30;45858;Topo
Collar_887;4710699.92269999;2238226.10436;1599;30;45858;Topo
Collar_888;4710693.95734999;2238222.65461;1599;30;45858;Topo
Collar_889;4710682.28395;2238212.24291;1599;30;45858;Topo
Collar_890;4710676.79702;2238196.49017;1599;30;45858;Topo
Collar_891;4710674.46014999;2238194.23604999;1599;30;45858;Topo
Collar_892;4710673.68071999;2238191.24587999;1599;30;45858;Topo
Collar_893;4710668.38857;2238185.901;1599;30;45858;Topo
Collar_894;4710657.51585999;2238180.39418999;1599;30;45858;Topo
Collar_895;4710651.51358999;2238181.93702;1599;30;45858;Topo
Collar_896;4710649.189;2238181.55525;1599;30;45858;Topo
Collar_897;4710639.47424;2238174.10943999;1599;30;45858;Topo
Collar_898;4710598.26305;2238163.59254;1599;30;45858;Topo
Collar_899;4710585.90711;2238154.46175999;1599;30;45858;Topo
Collar_900;4710574.87824;2238160.16733;1599;30;45858;Topo
Collar_901;4710560.44275;2238162.09451999;1599;30;45858;Topo
Collar_902;4710551.54459;2238159.20751;1599;30;45858;Topo
Collar_903;4710542.26637999;2238164.45589999;1599;30;45858;Topo
Collar_904;4710526.65507;2238165.80783999;1599;30;45858;Topo
Collar_905;4710515.438;2238170.5625;1599;30;45858;Topo
Collar_906;4710499.49445;2238169.94113999;1599;30;45858;Topo
Collar_907;4710489.13594;2238174.03354999;1599;30;45858;Topo
Collar_908;4710448.50781999;2238181.28755;1599;30;45858;Topo
Collar_909;4710427.62096999;2238176.36446999;1599;30;45858;Topo
Collar_910;4710415.21245;2238193.2198;1599;30;45858;Topo
Collar_911;4710387.82871;2238203.17965999;1599;30;45858;Topo
Collar_912;4710357.99189;2238199.92424;1599;30;45858;Topo
Collar_913;4710335.71805;2238186.94682;1599;30;45858;Topo
Collar_914;4710320.37301999;2238192.22674999;1599;30;45858;Topo
Collar_915;4710309.08550999;2238189.9216;1599;30;45858;Topo
Collar_916;4710305.03579999;2238192.99979999;1599;30;45858;Topo
Collar_917;4710307.60983;2238177.20518;1599;30;45858;Topo
Collar_918;4710309.47291999;2238173.58864999;1599;30;45858;Topo
Collar_919;4710309.57500999;2238162.04051999;1599;30;45858;Topo
Collar_920;4710314.25165999;2238155.00742;1599;30;45858;Topo
Collar_921;4710311.13973999;2238124.62419999;1599;30;45858;Topo
Collar_922;4710371.1198;2238065.8204;1599;30;45858;Topo
Collar_923;4710374.13085999;2238061.31746;1599;30;45858;Topo
Collar_924;4710370.53507;2238059.02737999;1599;30;45858;Topo
Collar_925;4710319.10969999;2238103.11108;1599;30;45858;Topo
Collar_926;4710287.43152;2238134.1238;1599;30;45858;Topo
Collar_927;4710290.38575999;2238155.98034999;1599;30;45858;Topo
Collar_928;4710300.57424999;2238182.25047999;1599;30;45858;Topo
Collar_929;4710297.44206999;2238191.89314999;1599;30;45858;Topo
Collar_930;4710291.96889;2238194.35499999;1599;30;45858;Topo
Collar_931;4710291.78878999;2238202.32741999;1599;30;45858;Topo
Collar_932;4710288.12555999;2238204.07769999;1599;30;45858;Topo
Collar_933;4710286.5822;2238193.54637;1599;30;45858;Topo
Collar_934;4710280.98244;2238190.11806999;1599;30;45858;Topo
Collar_935;4710278.40732;2238180.34012999;1599;30;45858;Topo
Collar_936;4710270.73653999;2238177.81799999;1599;30;45858;Topo
Collar_937;4710270.11017999;2238167.29210999;1599;30;45858;Topo
Collar_938;4710257.73526;2238138.49528999;1599;30;45858;Topo
Collar_939;4710257.56799999;2238120.41216999;1599;30;45858;Topo
Collar_940;4710260.75786;2238113.78821999;1599;30;45858;Topo
Collar_941;4710269.79071999;2238127.2891;1599;30;45858;Topo
Collar_942;4710278.72883999;2238120.83623;1599;30;45858;Topo
Collar_943;4710275.5003;2238099.00864;1599;30;45858;Topo
Collar_944;4710276.77912999;2238082.04706999;1599;30;45858;Topo
Collar_945;4710272.91918999;2238070.54832;1599;30;45858;Topo
Collar_946;4710355.54035999;2238204.62733;1599;30;45858;Topo
Collar_947;4710351.47709;2238208.61585;1599;30;45858;Topo
Collar_948;4710344.23087;2238202.87424999;1599;30;45858;Topo
Collar_949;4710348.49349;2238199.66374;1599;30;45858;Topo
Collar_951;4711036.4934;2238255.00192;1599;30;45858;Topo
Collar_952;4711036.77766999;2238254.75717;1599;30;45858;Topo
Collar_953;4711063.81783;2238245.94707999;1599;30;45858;Topo
Collar_954;4711062.43553;2238237.24141999;1599;30;45858;Topo
Collar_955;4711056.60264999;2238235.06575;1599;30;45858;Topo
Collar_956;4711048.72565;2238246.69094;1599;30;45858;Topo
Collar_957;4711037.32098;2238254.25023999;1599;30;45858;Topo
Collar_958;4710266.17745999;2238078.96162;1599;30;45858;Topo
Collar_959;4710263.93362999;2238082.03477999;1599;30;45858;Topo
Collar_960;4711031.53053999;2238256.16349;1600;30;45858;Topo
Collar_961;4711027.39546999;2238256.12514;1600;30;45858;Topo
Collar_962;4711011.69405999;2238249.77778;1600;30;45858;Topo
Collar_963;4710999.27398999;2238247.16865999;1600;30;45858;Topo
Collar_964;4710994.89109999;2238237.84102999;1600;30;45858;Topo
Collar_965;4710988.78818;2238233.35057999;1600;30;45858;Topo
Collar_966;4710992.99418;2238221.80888999;1600;30;45858;Topo
Collar_967;4710986.39933;2238209.74044999;1600;30;45858;Topo
Collar_968;4710980.43967999;2238201.57726;1600;30;45858;Topo
Collar_969;4710966.59506;2238199.35026;1600;30;45858;Topo
Collar_970;4710957.76542;2238201.28244;1600;30;45858;Topo
Collar_971;4710928.76652;2238217.49318999;1600;30;45858;Topo
Collar_972;4710901.57985999;2238224.55998999;1600;30;45858;Topo
Collar_973;4710876.46571;2238202.96225999;1600;30;45858;Topo
Collar_974;4710867.53813999;2238200.2178;1600;30;45858;Topo
Collar_975;4710862.47683;2238248.63119;1600;30;45858;Topo
Collar_976;4710860.13090999;2238255.71857;1600;30;45858;Topo
Collar_977;4710856.52496;2238258.20165;1600;30;45858;Topo
Collar_978;4710852.57674;2238257.61168;1600;30;45858;Topo
Collar_979;4710847.75514999;2238252.76918999;1600;30;45858;Topo
Collar_980;4710842.53832999;2238249.72049;1600;30;45858;Topo
Collar_981;4710838.03046999;2238237.72881999;1600;30;45858;Topo
Collar_982;4710828.99875;2238234.05668999;1600;30;45858;Topo
Collar_983;4710774.24081;2238243.86288999;1600;30;45858;Topo
Collar_984;4710756.21219999;2238243.62399;1600;30;45858;Topo
Collar_985;4710732.99292999;2238235.37013;1600;30;45858;Topo
Collar_986;4710710.71784999;2238216.11597999;1600;30;45858;Topo
Collar_987;4710704.28461;2238216.00816999;1600;30;45858;Topo
Collar_988;4710699.19237999;2238220.00437;1600;30;45858;Topo
Collar_989;4710690.52637999;2238216.96401999;1600;30;45858;Topo
Collar_990;4710683.11864999;2238210.65861999;1600;30;45858;Topo
Collar_991;4710677.22408;2238196.94064999;1600;30;45858;Topo
Collar_992;4710674.74409;2238194.21947999;1600;30;45858;Topo
Collar_993;4710673.57008999;2238190.92793999;1600;30;45858;Topo
Collar_994;4710668.38633999;2238185.78851999;1600;30;45858;Topo
Collar_995;4710658.59685999;2238180.5101;1600;30;45858;Topo
Collar_996;4710656.54961999;2238180.06847999;1600;30;45858;Topo
Collar_997;4710651.79511999;2238181.72277999;1600;30;45858;Topo
Collar_998;4710649.94864;2238181.52071999;1600;30;45858;Topo
Collar_999;4710640.32825;2238172.47872;1600;30;45858;Topo
Collar_1000;4710605.33523;2238162.90984999;1600;30;45858;Topo
Collar_1001;4710586.56548999;2238153.50213999;1600;30;45858;Topo
Collar_1002;4710574.9013;2238159.1605;1600;30;45858;Topo
Collar_1003;4710564.74409;2238159.29546999;1600;30;45858;Topo
Collar_1004;4710559.65292;2238155.24213;1600;30;45858;Topo
Collar_1005;4710541.93871999;2238163.3138;1600;30;45858;Topo
Collar_1006;4710526.65285999;2238165.05782999;1600;30;45858;Topo
Collar_1007;4710516.67344;2238169.11677999;1600;30;45858;Topo
Collar_1008;4710499.74980999;2238168.99513999;1600;30;45858;Topo
Collar_1009;4710488.61072;2238172.99953;1600;30;45858;Topo
Collar_1010;4710447.61935;2238179.51825;1600;30;45858;Topo
Collar_1011;4710422.55066999;2238173.68631999;1600;30;45858;Topo
Collar_1012;4710409.54280999;2238185.23218999;1600;30;45858;Topo
Collar_1013;4710386.08040999;2238191.53056999;1600;30;45858;Topo
Collar_1014;4710358.97114;2238188.90738;1600;30;45858;Topo
Collar_1015;4710341.75537;2238177.24989;1600;30;45858;Topo
Collar_1016;4710335.44074;2238176.96016999;1600;30;45858;Topo
Collar_1017;4710330.20473999;2238181.46438999;1600;30;45858;Topo
Collar_1018;4710327.90517999;2238174.35657999;1600;30;45858;Topo
Collar_1019;4710318.05508;2238175.46352;1600;30;45858;Topo
Collar_1020;4710318.02347999;2238179.22833999;1600;30;45858;Topo
Collar_1021;4710313.99270999;2238174.74369999;1600;30;45858;Topo
Collar_1022;4710316.45179;2238153.81021999;1600;30;45858;Topo
Collar_1023;4710312.68384;2238137.75343;1600;30;45858;Topo
Collar_1024;4710317.24074999;2238118.78909;1600;30;45858;Topo
Collar_1025;4710334.19524999;2238104.66916;1600;30;45858;Topo
Collar_1026;4710338.93431;2238098.88199;1600;30;45858;Topo
Collar_1027;4710344.51903;2238095.45302999;1600;30;45858;Topo
Collar_1028;4710373.50746999;2238064.90859;1600;30;45858;Topo
Collar_1029;4710380.90574;2238053.03087999;1600;30;45858;Topo
Collar_1030;4710388.42100999;2238030.55559;1600;30;45858;Topo
Collar_1031;4710368.40878999;2238058.66431999;1600;30;45858;Topo
Collar_1032;4710359.90974999;2238067.76147999;1600;30;45858;Topo
Collar_1033;4710314.08557;2238105.92267999;1600;30;45858;Topo
Collar_1034;4710308.93926999;2238102.2532;1600;30;45858;Topo
Collar_1035;4710296.23197;2238109.88322999;1600;30;45858;Topo
Collar_1036;4710279.33495999;2238108.38758999;1600;30;45858;Topo
Collar_1037;4710277.06149999;2238093.40205;1600;30;45858;Topo
Collar_1038;4710279.46281;2238081.84608;1600;30;45858;Topo
Collar_1039;4710276.64386999;2238078.24199;1600;30;45858;Topo
Collar_1040;4710280.40122;2238065.99655999;1600;30;45858;Topo
Collar_1041;4711065.52419999;2238245.19363;1600;30;45858;Topo
Collar_1042;4711063.48381;2238234.61572;1600;30;45858;Topo
Collar_1043;4711057.0399;2238232.19311999;1600;30;45858;Topo
Collar_1044;4711046.86165;2238246.32865;1600;30;45858;Topo
Collar_1045;4711032.90976;2238255.75906;1600;30;45858;Topo
Collar_1046;4711065.97312999;2238227.78642999;1601;30;45858;Topo
Collar_1047;4711055.94960999;2238229.95088999;1601;30;45858;Topo
Collar_1048;4711045.80164999;2238245.27571;1601;30;45858;Topo
Collar_1049;4711033.50571;2238254.23254;1601;30;45858;Topo
Collar_1050;4711028.49722;2238255.32731;1601;30;45858;Topo
Collar_1051;4711006.70026999;2238246.51124999;1601;30;45858;Topo
Collar_1052;4711001.60491;2238236.95989;1601;30;45858;Topo
Collar_1053;4711002.85819;2238233.75325;1601;30;45858;Topo
Collar_1054;4710996.04382;2238225.13114;1601;30;45858;Topo
Collar_1055;4710996.51362;2238213.85815;1601;30;45858;Topo
Collar_1056;4710980.09834;2238199.40761;1601;30;45858;Topo
Collar_1057;4710959.74646999;2238197.70598;1601;30;45858;Topo
Collar_1058;4710932.07799999;2238213.21622999;1601;30;45858;Topo
Collar_1059;4710901.66574999;2238220.29932999;1601;30;45858;Topo
Collar_1060;4710877.67157999;2238202.07972999;1601;30;45858;Topo
Collar_1061;4710866.72063999;2238197.14441999;1601;30;45858;Topo
Collar_1062;4710861.46874;2238249.27063999;1601;30;45858;Topo
Collar_1063;4710859.04246999;2238255.78115999;1601;30;45858;Topo
Collar_1064;4710854.48709999;2238257.16137999;1601;30;45858;Topo
Collar_1065;4710844.71128;2238246.35631;1601;30;45858;Topo
Collar_1066;4710847.22714999;2238243.31889999;1601;30;45858;Topo
Collar_1067;4710844.07725999;2238237.43765999;1601;30;45858;Topo
Collar_1068;4710831.17944;2238230.90866999;1601;30;45858;Topo
Collar_1069;4710796.98472999;2238238.38676;1601;30;45858;Topo
Collar_1070;4710773.51874;2238242.44531999;1601;30;45858;Topo
Collar_1071;4710737.45029;2238236.26252999;1601;30;45858;Topo
Collar_1072;4710730.78916999;2238232.6814;1601;30;45858;Topo
Collar_1073;4710711.93202;2238215.13294999;1601;30;45858;Topo
Collar_1074;4710708.95791;2238213.31257;1601;30;45858;Topo
Collar_1075;4710701.77668;2238210.98753;1601;30;45858;Topo
Collar_1076;4710696.60897;2238214.44425;1601;30;45858;Topo
Collar_1077;4710689.50114999;2238213.91005;1601;30;45858;Topo
Collar_1078;4710677.24146999;2238196.44287999;1601;30;45858;Topo
Collar_1079;4710674.91798;2238194.22392999;1601;30;45858;Topo
Collar_1080;4710673.68092999;2238190.85442999;1601;30;45858;Topo
Collar_1081;4710668.82435999;2238185.97311;1601;30;45858;Topo
Collar_1082;4710658.32546999;2238180.05079999;1601;30;45858;Topo
Collar_1083;4710656.4183;2238179.75588;1601;30;45858;Topo
Collar_1084;4710650.7153;2238181.50017999;1601;30;45858;Topo
Collar_1085;4710637.59391999;2238169.62466999;1601;30;45858;Topo
Collar_1086;4710588.82003999;2238152.76488;1601;30;45858;Topo
Collar_1087;4710574.80578999;2238150.32565;1601;30;45858;Topo
Collar_1088;4710560.24937;2238153.91717999;1601;30;45858;Topo
Collar_1089;4710540.82163;2238162.56214;1601;30;45858;Topo
Collar_1090;4710526.65295999;2238164.31381999;1601;30;45858;Topo
Collar_1091;4710516.58282999;2238168.11688;1601;30;45858;Topo
Collar_1092;4710507.6166;2238167.42364999;1601;30;45858;Topo
Collar_1093;4710499.3496;2238168.17474;1601;30;45858;Topo
Collar_1094;4710490.46208999;2238171.45967999;1601;30;45858;Topo
Collar_1095;4710471.27778999;2238175.08325;1601;30;45858;Topo
Collar_1096;4710445.87074999;2238177.53170999;1601;30;45858;Topo
Collar_1097;4710420.01757999;2238167.88852;1601;30;45858;Topo
Collar_1098;4710403.81328;2238179.7225;1601;30;45858;Topo
Collar_1099;4710360.1802;2238181.32554;1601;30;45858;Topo
Collar_1100;4710355.20244;2238174.65416999;1601;30;45858;Topo
Collar_1101;4710344.44935;2238168.77475999;1601;30;45858;Topo
Collar_1102;4710339.34633999;2238158.99831999;1601;30;45858;Topo
Collar_1103;4710325.53615999;2238146.74813999;1601;30;45858;Topo
Collar_1104;4710322.65221999;2238146.70856;1601;30;45858;Topo
Collar_1105;4710319.7521;2238153.96205;1601;30;45858;Topo
Collar_1106;4710320.5672;2238148.40725999;1601;30;45858;Topo
Collar_1107;4710314.59030999;2238137.55151;1601;30;45858;Topo
Collar_1108;4710318.70179;2238118.64776;1601;30;45858;Topo
Collar_1109;4710335.56976;2238105.25272;1601;30;45858;Topo
Collar_1110;4710339.54005999;2238099.4884;1601;30;45858;Topo
Collar_1111;4710345.52876999;2238096.47247999;1601;30;45858;Topo
Collar_1112;4710374.79167999;2238064.54063999;1601;30;45858;Topo
Collar_1113;4710382.36397999;2238052.98733999;1601;30;45858;Topo
Collar_1114;4710400.12942;2238013.85056;1601;30;45858;Topo
Collar_1115;4710426.55214999;2237987.06255999;1601;30;45858;Topo
Collar_1116;4710411.55326;2237993.81760999;1601;30;45858;Topo
Collar_1117;4710395.62227;2238008.94504;1601;30;45858;Topo
Collar_1118;4710374.98735;2238046.49288999;1601;30;45858;Topo
Collar_1119;4710367.32558999;2238052.30855999;1601;30;45858;Topo
Collar_1120;4710367.38142;2238058.02746;1601;30;45858;Topo
Collar_1121;4710359.752;2238065.30018999;1601;30;45858;Topo
Collar_1122;4710355.84358999;2238062.18883999;1601;30;45858;Topo
Collar_1123;4710328.60589;2238080.31893;1601;30;45858;Topo
Collar_1124;4710312.78875999;2238083.08780999;1601;30;45858;Topo
Collar_1125;4710300.13475;2238074.35967;1601;30;45858;Topo
Collar_1126;4710290.764;2238058.51275;1601;30;45858;Topo
Collar_1127;4711009.21011;2238174.80965;1601;30;45858;Topo
Collar_1128;4711006.40821999;2238173.35987999;1601;30;45858;Topo
Collar_1129;4711003.02312;2238176.18015999;1601;30;45858;Topo
Collar_1130;4710997.86627;2238184.12700999;1601;30;45858;Topo
Collar_1131;4710999.57201999;2238188.21706999;1601;30;45858;Topo
Collar_1132;4711004.43355999;2238186.54846999;1601;30;45858;Topo
Collar_1134;4711067.51503999;2238244.43969999;1601;30;45858;Topo
Collar_1135;4711067.56924999;2238236.26887999;1601;30;45858;Topo
Collar_1136;4711067.48917999;2238235.7855;1601;30;45858;Topo
Collar_1137;4711067.4868;2238234.60674999;1601;30;45858;Topo
Collar_1138;4710290.8857;2238058.32103;1601;30;45858;Topo
Collar_1139;4710291.08965;2238057.76207999;1601;30;45858;Topo
Collar_1140;4711065.21733;2238224.91639999;1602;30;45858;Topo
Collar_1141;4711055.42116999;2238227.9174;1602;30;45858;Topo
Collar_1142;4711044.98445;2238244.0854;1602;30;45858;Topo
Collar_1143;4711033.02307999;2238253.14824;1602;30;45858;Topo
Collar_1144;4711028.49411;2238253.83449999;1602;30;45858;Topo
Collar_1145;4711011.71719999;2238245.98229999;1602;30;45858;Topo
Collar_1146;4711012.66605999;2238241.95816999;1602;30;45858;Topo
Collar_1147;4710998.17759;2238225.78814999;1602;30;45858;Topo
Collar_1148;4710999.83519999;2238205.77261999;1602;30;45858;Topo
Collar_1149;4710990.16445999;2238206.70782;1602;30;45858;Topo
Collar_1150;4710979.64718;2238197.41535999;1602;30;45858;Topo
Collar_1151;4710960.69469;2238195.19825999;1602;30;45858;Topo
Collar_1152;4710934.25298999;2238209.72536;1602;30;45858;Topo
Collar_1153;4710901.75463999;2238216.03597;1602;30;45858;Topo
Collar_1154;4710866.32098999;2238194.76781;1602;30;45858;Topo
Collar_1155;4710860.80822999;2238228.70534999;1602;30;45858;Topo
Collar_1156;4710856.63774;2238236.54392;1602;30;45858;Topo
Collar_1157;4710850.78254;2238237.87948;1602;30;45858;Topo
Collar_1158;4710844.73586999;2238232.18165999;1602;30;45858;Topo
Collar_1159;4710831.59386;2238228.76299;1602;30;45858;Topo
Collar_1160;4710811.75437999;2238234.87577999;1602;30;45858;Topo
Collar_1161;4710773.18197;2238240.26016;1602;30;45858;Topo
Collar_1162;4710760.66603999;2238239.25123;1602;30;45858;Topo
Collar_1163;4710732.706;2238232.9125;1602;30;45858;Topo
Collar_1164;4710716.42023;2238217.83316999;1602;30;45858;Topo
Collar_1165;4710710.16878999;2238206.09078999;1602;30;45858;Topo
Collar_1166;4710686.43900999;2238209.20198999;1602;30;45858;Topo
Collar_1167;4710677.33793999;2238196.13281999;1602;30;45858;Topo
Collar_1168;4710675.04901999;2238194.20317;1602;30;45858;Topo
Collar_1169;4710674.14037;2238191.15346999;1602;30;45858;Topo
Collar_1170;4710669.25387;2238186.20191999;1602;30;45858;Topo
Collar_1171;4710657.80805999;2238179.47270999;1602;30;45858;Topo
Collar_1172;4710650.37952999;2238180.99901999;1602;30;45858;Topo
Collar_1173;4710637.60290999;2238167.44222;1602;30;45858;Topo
Collar_1174;4710596.33717999;2238153.53003;1602;30;45858;Topo
Collar_1175;4710574.94421999;2238149.06032;1602;30;45858;Topo
Collar_1176;4710563.4994;2238152.58539;1602;30;45858;Topo
Collar_1177;4710540.73170999;2238161.65193;1602;30;45858;Topo
Collar_1178;4710526.34712999;2238163.63771999;1602;30;45858;Topo
Collar_1179;4710517.52811999;2238166.97930999;1602;30;45858;Topo
Collar_1180;4710498.9045;2238167.35484;1602;30;45858;Topo
Collar_1181;4710490.67406;2238170.41437999;1602;30;45858;Topo
Collar_1182;4710477.94844;2238171.98445999;1602;30;45858;Topo
Collar_1183;4710471.35756;2238173.78474;1602;30;45858;Topo
Collar_1184;4710442.21413999;2238174.78201999;1602;30;45858;Topo
Collar_1185;4710429.49526999;2238171.07011999;1602;30;45858;Topo
Collar_1186;4710421.58425;2238165.98288;1602;30;45858;Topo
Collar_1187;4710415.10068;2238163.43347;1602;30;45858;Topo
Collar_1188;4710400.96810999;2238174.85892;1602;30;45858;Topo
Collar_1189;4710365.31601;2238175.48596999;1602;30;45858;Topo
Collar_1190;4710348.66225;2238156.62950999;1602;30;45858;Topo
Collar_1191;4710341.18742999;2238133.7751;1602;30;45858;Topo
Collar_1192;4710329.08349;2238125.95434999;1602;30;45858;Topo
Collar_1193;4710331.29695;2238110.74609;1602;30;45858;Topo
Collar_1194;4710340.39958999;2238100.34475999;1602;30;45858;Topo
Collar_1195;4710347.01064999;2238097.94071;1602;30;45858;Topo
Collar_1196;4710375.76613;2238064.47279;1602;30;45858;Topo
Collar_1197;4710383.76085999;2238052.86573999;1602;30;45858;Topo
Collar_1198;4710401.79282999;2238014.39794;1602;30;45858;Topo
Collar_1199;4710421.15631;2237994.40907;1602;30;45858;Topo
Collar_1200;4710433.81948999;2237984.83097;1602;30;45858;Topo
Collar_1201;4710444.67975999;2237981.09591;1602;30;45858;Topo
Collar_1202;4710443.82316;2237978.46765;1602;30;45858;Topo
Collar_1203;4710428.83241;2237983.01063999;1602;30;45858;Topo
Collar_1204;4710397.36232;2238001.04277;1602;30;45858;Topo
Collar_1205;4710384.77355;2238026.69221;1602;30;45858;Topo
Collar_1206;4710382.54719999;2238021.52840999;1602;30;45858;Topo
Collar_1207;4710356.13870999;2238059.53985999;1602;30;45858;Topo
Collar_1208;4710352.39534999;2238060.37971;1602;30;45858;Topo
Collar_1209;4710349.37131;2238057.1581;1602;30;45858;Topo
Collar_1210;4710340.30530999;2238067.33126999;1602;30;45858;Topo
Collar_1211;4710326.9088;2238073.42996999;1602;30;45858;Topo
Collar_1212;4710318.19209999;2238066.92072999;1602;30;45858;Topo
Collar_1213;4710308.10503;2238072.23953999;1602;30;45858;Topo
Collar_1214;4710298.32974999;2238060.42145999;1602;30;45858;Topo
Collar_1215;4710297.45609;2238053.24937999;1602;30;45858;Topo
Collar_1216;4711010.77226999;2238172.55666999;1602;30;45858;Topo
Collar_1217;4711007.36223999;2238168.07208999;1602;30;45858;Topo
Collar_1218;4710997.3008;2238181.97540999;1602;30;45858;Topo
Collar_1219;4710999.34862;2238189.89131999;1602;30;45858;Topo
Collar_1220;4711005.37803;2238187.0858;1602;30;45858;Topo
Collar_1222;4711069.20672999;2238244.43629;1602;30;45858;Topo
Collar_1223;4711069.3574;2238243.28902;1602;30;45858;Topo
Collar_1224;4711065.21313999;2238222.84195999;1603;30;45858;Topo
Collar_1225;4711054.56384999;2238227.06272999;1603;30;45858;Topo
Collar_1226;4711042.01381;2238244.8779;1603;30;45858;Topo
Collar_1227;4711032.89675999;2238251.44659999;1603;30;45858;Topo
Collar_1228;4711028.08181999;2238251.53580999;1603;30;45858;Topo
Collar_1229;4710999.46513999;2238226.13860999;1603;30;45858;Topo
Collar_1230;4710998.8748;2238221.72483;1603;30;45858;Topo
Collar_1231;4711002.96262999;2238212.46431;1603;30;45858;Topo
